timestamp,eyes_detected,drowsiness_score,drowsy_event,event_count
2026-04-14 15:51:15.989,0,0.33,False,0
2026-04-14 15:51:16.179,3,0.00,False,0
2026-04-14 15:51:16.300,2,0.00,False,0
2026-04-14 15:51:16.429,2,0.00,False,0
2026-04-14 15:51:16.598,2,0.00,False,0
2026-04-14 15:51:16.729,2,0.00,False,0
2026-04-14 15:51:16.851,2,0.00,False,0
2026-04-14 15:51:16.985,2,0.00,False,0
2026-04-14 15:51:17.110,2,0.00,False,0
2026-04-14 15:51:17.221,3,0.00,False,0
2026-04-14 15:51:17.383,2,0.00,False,0
2026-04-14 15:51:17.490,2,0.00,False,0
2026-04-14 15:51:17.615,2,0.00,False,0
2026-04-14 15:51:17.800,2,0.00,False,0
2026-04-14 15:51:17.948,2,0.00,False,0
2026-04-14 15:51:18.059,4,0.00,False,0
2026-04-14 15:51:18.168,2,0.00,False,0
2026-04-14 15:51:18.272,2,0.00,False,0
2026-04-14 15:51:18.372,2,0.00,False,0
2026-04-14 15:51:18.473,2,0.00,False,0
2026-04-14 15:51:18.592,2,0.00,False,0
2026-04-14 15:51:18.727,2,0.00,False,0
2026-04-14 15:51:18.836,2,0.00,False,0
2026-04-14 15:51:18.959,3,0.00,False,0
2026-04-14 15:51:19.074,2,0.00,False,0
2026-04-14 15:51:19.212,3,0.00,False,0
2026-04-14 15:51:19.388,2,0.00,False,0
2026-04-14 15:51:19.548,2,0.00,False,0
2026-04-14 15:51:19.644,2,0.00,False,0
2026-04-14 15:51:19.795,2,0.00,False,0
2026-04-14 15:51:19.908,2,0.00,False,0
2026-04-14 15:51:20.022,3,0.00,False,0
2026-04-14 15:51:20.136,3,0.00,False,0
2026-04-14 15:51:20.258,2,0.00,False,0
2026-04-14 15:51:20.394,2,0.00,False,0
2026-04-14 15:51:20.528,2,0.00,False,0
2026-04-14 15:51:20.646,2,0.00,False,0
2026-04-14 15:51:20.745,2,0.00,False,0
2026-04-14 15:51:20.873,2,0.00,False,0
2026-04-14 15:51:21.018,2,0.00,False,0
2026-04-14 15:51:21.196,2,0.00,False,0
2026-04-14 15:51:21.345,2,0.00,False,0
2026-04-14 15:51:21.497,2,0.00,False,0
2026-04-14 15:51:21.637,2,0.00,False,0
2026-04-14 15:51:21.785,2,0.00,False,0
2026-04-14 15:51:21.915,1,0.33,False,0
2026-04-14 15:51:22.044,2,0.00,False,0
2026-04-14 15:51:22.183,2,0.00,False,0
2026-04-14 15:51:22.334,2,0.00,False,0
2026-04-14 15:51:22.479,2,0.00,False,0
2026-04-14 15:51:22.607,2,0.00,False,0
2026-04-14 15:51:22.735,2,0.00,False,0
2026-04-14 15:51:22.878,2,0.00,False,0
2026-04-14 15:51:23.013,1,0.33,False,0
2026-04-14 15:51:23.138,2,0.00,False,0
2026-04-14 15:51:23.271,1,0.33,False,0
2026-04-14 15:51:23.400,2,0.00,False,0
2026-04-14 15:51:23.529,2,0.00,False,0
2026-04-14 15:51:23.651,1,0.33,False,0
2026-04-14 15:51:23.778,1,0.67,False,0
2026-04-14 15:51:23.899,2,0.33,False,0
2026-04-14 15:51:24.020,1,0.67,False,0
2026-04-14 15:51:26.283,1,1.00,True,1
2026-04-14 15:51:26.437,2,0.67,False,1
2026-04-14 15:51:26.577,2,0.33,False,1
2026-04-14 15:51:26.716,2,0.00,False,1
2026-04-14 15:51:26.860,2,0.00,False,1
2026-04-14 15:51:27.005,2,0.00,False,1
2026-04-14 15:51:27.157,3,0.00,False,1
2026-04-14 15:51:27.315,2,0.00,False,1
2026-04-14 15:51:27.462,2,0.00,False,1
2026-04-14 15:51:27.594,2,0.00,False,1
2026-04-14 15:51:27.744,2,0.00,False,1
2026-04-14 15:51:27.881,2,0.00,False,1
2026-04-14 15:51:28.019,2,0.00,False,1
2026-04-14 15:51:28.144,1,0.33,False,1
2026-04-14 15:51:28.293,2,0.00,False,1
2026-04-14 15:51:28.420,2,0.00,False,1
2026-04-14 15:51:28.546,2,0.00,False,1
2026-04-14 15:51:28.680,1,0.33,False,1
2026-04-14 15:51:28.803,1,0.67,False,1
2026-04-14 15:51:31.042,1,1.00,True,2
2026-04-14 15:51:31.204,2,0.67,False,2
2026-04-14 15:51:31.360,2,0.33,False,2
2026-04-14 15:51:31.521,2,0.00,False,2
2026-04-14 15:51:31.669,4,0.00,False,2
2026-04-14 15:51:31.806,3,0.00,False,2
2026-04-14 15:51:31.951,2,0.00,False,2
2026-04-14 15:51:32.086,3,0.00,False,2
2026-04-14 15:51:32.216,3,0.00,False,2
2026-04-14 15:51:32.349,3,0.00,False,2
2026-04-14 15:51:32.473,2,0.00,False,2
2026-04-14 15:51:32.599,1,0.33,False,2
2026-04-14 15:51:32.727,1,0.67,False,2
2026-04-14 15:51:32.851,2,0.33,False,2
2026-04-14 15:51:32.972,0,0.67,False,2
2026-04-14 15:51:33.097,2,0.33,False,2
2026-04-14 15:51:33.232,2,0.00,False,2
2026-04-14 15:51:33.361,4,0.00,False,2
2026-04-14 15:51:33.482,4,0.00,False,2
2026-04-14 15:51:33.611,3,0.00,False,2
2026-04-14 15:51:33.755,1,0.33,False,2
2026-04-14 15:51:33.888,2,0.00,False,2
2026-04-14 15:51:34.020,1,0.33,False,2
2026-04-14 15:51:34.148,3,0.00,False,2
2026-04-14 15:51:34.272,2,0.00,False,2
2026-04-14 15:51:34.403,3,0.00,False,2
2026-04-14 15:51:34.542,4,0.00,False,2
2026-04-14 15:51:34.693,4,0.00,False,2
2026-04-14 15:51:34.855,4,0.00,False,2
2026-04-14 15:51:35.003,3,0.00,False,2
2026-04-14 15:51:35.165,2,0.00,False,2
2026-04-14 15:51:35.322,2,0.00,False,2
2026-04-14 15:51:35.485,2,0.00,False,2
2026-04-14 15:51:35.639,2,0.00,False,2
2026-04-14 15:51:35.781,2,0.00,False,2
2026-04-14 15:51:35.905,2,0.00,False,2
2026-04-14 15:51:36.046,3,0.00,False,2
2026-04-14 15:51:36.175,2,0.00,False,2
2026-04-14 15:51:36.304,2,0.00,False,2
2026-04-14 15:51:36.444,2,0.00,False,2
2026-04-14 15:51:36.611,2,0.00,False,2
2026-04-14 15:51:36.778,2,0.00,False,2
2026-04-14 15:51:36.942,2,0.00,False,2
2026-04-14 15:51:37.082,2,0.00,False,2
2026-04-14 15:51:37.242,2,0.00,False,2
2026-04-14 15:51:37.404,3,0.00,False,2
2026-04-14 15:51:37.548,2,0.00,False,2
2026-04-14 15:51:37.693,3,0.00,False,2
2026-04-14 15:51:37.879,4,0.00,False,2
2026-04-14 15:51:38.057,0,0.33,False,2
2026-04-14 15:51:38.213,2,0.00,False,2
2026-04-14 15:51:38.387,2,0.00,False,2
2026-04-14 15:51:38.567,3,0.00,False,2
2026-04-14 15:51:38.732,0,0.33,False,2
2026-04-14 15:51:38.909,3,0.00,False,2
2026-04-14 15:51:39.038,2,0.00,False,2
2026-04-14 15:51:39.167,2,0.00,False,2
2026-04-14 15:51:39.295,3,0.00,False,2
2026-04-14 15:51:39.433,3,0.00,False,2
2026-04-14 15:51:39.587,3,0.00,False,2
2026-04-14 15:51:39.914,2,0.00,False,2
2026-04-14 15:51:40.389,3,0.00,False,2
2026-04-14 15:51:40.621,3,0.00,False,2
2026-04-14 15:51:40.746,3,0.00,False,2
2026-04-14 15:51:40.943,2,0.00,False,2
2026-04-14 15:51:41.102,3,0.00,False,2
2026-04-14 15:51:41.284,3,0.00,False,2
2026-04-14 15:51:41.404,3,0.00,False,2
2026-04-14 15:51:41.547,3,0.00,False,2
2026-04-14 15:51:41.652,3,0.00,False,2
2026-04-14 15:51:41.773,3,0.00,False,2
2026-04-14 15:51:41.933,2,0.00,False,2
